Name,Tag,File,File Name,Long Name
 layout,File Format,https://wentin.github.io/vscode-icons/icons/file_type_layout.svg,file_type_layout.svg,file type layout
 light jsmap,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_jsmap.svg,file_type_light_jsmap.svg,file type light jsmap
 anyscript,File Format,https://wentin.github.io/vscode-icons/icons/file_type_anyscript.svg,file_type_anyscript.svg,file type anyscript
 ng directive dart,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_directive_dart.svg,file_type_ng_directive_dart.svg,file type ng directive dart
 light stylus,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_stylus.svg,file_type_light_stylus.svg,file type light stylus
 monotone,File Format,https://wentin.github.io/vscode-icons/icons/file_type_monotone.svg,file_type_monotone.svg,file type monotone
 go lightblue,File Format,https://wentin.github.io/vscode-icons/icons/file_type_go_lightblue.svg,file_type_go_lightblue.svg,file type go lightblue
 nest interceptor js,File Format,https://wentin.github.io/vscode-icons/icons/file_type_nest_interceptor_js.svg,file_type_nest_interceptor_js.svg,file type nest interceptor js
 light gamemaker2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_gamemaker2.svg,file_type_light_gamemaker2.svg,file type light gamemaker2
 ng routing ts2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_routing_ts2.svg,file_type_ng_routing_ts2.svg,file type ng routing ts2
 kivy,File Format,https://wentin.github.io/vscode-icons/icons/file_type_kivy.svg,file_type_kivy.svg,file type kivy
 jsbeautify,File Format,https://wentin.github.io/vscode-icons/icons/file_type_jsbeautify.svg,file_type_jsbeautify.svg,file type jsbeautify
 css,File Format,https://wentin.github.io/vscode-icons/icons/file_type_css.svg,file_type_css.svg,file type css
 json official,File Format,https://wentin.github.io/vscode-icons/icons/file_type_json_official.svg,file_type_json_official.svg,file type json official
 meson,File Format,https://wentin.github.io/vscode-icons/icons/file_type_meson.svg,file_type_meson.svg,file type meson
default root folder,Default,https://wentin.github.io/vscode-icons/icons/default_root_folder.svg,default_root_folder.svg,default root folder
 idrisbin,File Format,https://wentin.github.io/vscode-icons/icons/file_type_idrisbin.svg,file_type_idrisbin.svg,file type idrisbin
 jsonnet,File Format,https://wentin.github.io/vscode-icons/icons/file_type_jsonnet.svg,file_type_jsonnet.svg,file type jsonnet
 hjson,File Format,https://wentin.github.io/vscode-icons/icons/file_type_hjson.svg,file_type_hjson.svg,file type hjson
 lighthouse,File Format,https://wentin.github.io/vscode-icons/icons/file_type_lighthouse.svg,file_type_lighthouse.svg,file type lighthouse
 mjml,File Format,https://wentin.github.io/vscode-icons/icons/file_type_mjml.svg,file_type_mjml.svg,file type mjml
 coffeescript,File Format,https://wentin.github.io/vscode-icons/icons/file_type_coffeescript.svg,file_type_coffeescript.svg,file type coffeescript
 janet,File Format,https://wentin.github.io/vscode-icons/icons/file_type_janet.svg,file_type_janet.svg,file type janet
 idrispkg,File Format,https://wentin.github.io/vscode-icons/icons/file_type_idrispkg.svg,file_type_idrispkg.svg,file type idrispkg
 crowdin,File Format,https://wentin.github.io/vscode-icons/icons/file_type_crowdin.svg,file_type_crowdin.svg,file type crowdin
 http,File Format,https://wentin.github.io/vscode-icons/icons/file_type_http.svg,file_type_http.svg,file type http
 babel,File Format,https://wentin.github.io/vscode-icons/icons/file_type_babel.svg,file_type_babel.svg,file type babel
 nest pipe js,File Format,https://wentin.github.io/vscode-icons/icons/file_type_nest_pipe_js.svg,file_type_nest_pipe_js.svg,file type nest pipe js
 git2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_git2.svg,file_type_git2.svg,file type git2
 advpl,File Format,https://wentin.github.io/vscode-icons/icons/file_type_advpl.svg,file_type_advpl.svg,file type advpl
 flash,File Format,https://wentin.github.io/vscode-icons/icons/file_type_flash.svg,file_type_flash.svg,file type flash
 light hjson,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_hjson.svg,file_type_light_hjson.svg,file type light hjson
 ng service dart,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_service_dart.svg,file_type_ng_service_dart.svg,file type ng service dart
 grunt,File Format,https://wentin.github.io/vscode-icons/icons/file_type_grunt.svg,file_type_grunt.svg,file type grunt
 biml,File Format,https://wentin.github.io/vscode-icons/icons/file_type_biml.svg,file_type_biml.svg,file type biml
 html,File Format,https://wentin.github.io/vscode-icons/icons/file_type_html.svg,file_type_html.svg,file type html
 groovy,File Format,https://wentin.github.io/vscode-icons/icons/file_type_groovy.svg,file_type_groovy.svg,file type groovy
 maven,File Format,https://wentin.github.io/vscode-icons/icons/file_type_maven.svg,file_type_maven.svg,file type maven
 ng component less,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_component_less.svg,file_type_ng_component_less.svg,file type ng component less
 latino,File Format,https://wentin.github.io/vscode-icons/icons/file_type_latino.svg,file_type_latino.svg,file type latino
 nest filter ts,File Format,https://wentin.github.io/vscode-icons/icons/file_type_nest_filter_ts.svg,file_type_nest_filter_ts.svg,file type nest filter ts
 azure,File Format,https://wentin.github.io/vscode-icons/icons/file_type_azure.svg,file_type_azure.svg,file type azure
 manifest,File Format,https://wentin.github.io/vscode-icons/icons/file_type_manifest.svg,file_type_manifest.svg,file type manifest
 jpm,File Format,https://wentin.github.io/vscode-icons/icons/file_type_jpm.svg,file_type_jpm.svg,file type jpm
 ng module ts,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_module_ts.svg,file_type_ng_module_ts.svg,file type ng module ts
 light rehype,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_rehype.svg,file_type_light_rehype.svg,file type light rehype
 db,File Format,https://wentin.github.io/vscode-icons/icons/file_type_db.svg,file_type_db.svg,file type db
 ng module js,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_module_js.svg,file_type_ng_module_js.svg,file type ng module js
 jinja,File Format,https://wentin.github.io/vscode-icons/icons/file_type_jinja.svg,file_type_jinja.svg,file type jinja
 light babel2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_babel2.svg,file_type_light_babel2.svg,file type light babel2
 js,File Format,https://wentin.github.io/vscode-icons/icons/file_type_js.svg,file_type_js.svg,file type js
 nest interceptor ts,File Format,https://wentin.github.io/vscode-icons/icons/file_type_nest_interceptor_ts.svg,file_type_nest_interceptor_ts.svg,file type nest interceptor ts
 gatsby,File Format,https://wentin.github.io/vscode-icons/icons/file_type_gatsby.svg,file_type_gatsby.svg,file type gatsby
 cakephp,File Format,https://wentin.github.io/vscode-icons/icons/file_type_cakephp.svg,file_type_cakephp.svg,file type cakephp
 codekit,File Format,https://wentin.github.io/vscode-icons/icons/file_type_codekit.svg,file_type_codekit.svg,file type codekit
 dotjs,File Format,https://wentin.github.io/vscode-icons/icons/file_type_dotjs.svg,file_type_dotjs.svg,file type dotjs
 fsharp2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_fsharp2.svg,file_type_fsharp2.svg,file type fsharp2
 light testjs,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_testjs.svg,file_type_light_testjs.svg,file type light testjs
 coffeelint,File Format,https://wentin.github.io/vscode-icons/icons/file_type_coffeelint.svg,file_type_coffeelint.svg,file type coffeelint
 gnuplot,File Format,https://wentin.github.io/vscode-icons/icons/file_type_gnuplot.svg,file_type_gnuplot.svg,file type gnuplot
 hunspell,File Format,https://wentin.github.io/vscode-icons/icons/file_type_hunspell.svg,file_type_hunspell.svg,file type hunspell
 jest,File Format,https://wentin.github.io/vscode-icons/icons/file_type_jest.svg,file_type_jest.svg,file type jest
 gridsome,File Format,https://wentin.github.io/vscode-icons/icons/file_type_gridsome.svg,file_type_gridsome.svg,file type gridsome
 ng service js,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_service_js.svg,file_type_ng_service_js.svg,file type ng service js
 nest module ts,File Format,https://wentin.github.io/vscode-icons/icons/file_type_nest_module_ts.svg,file_type_nest_module_ts.svg,file type nest module ts
 light io,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_io.svg,file_type_light_io.svg,file type light io
 light pnpm,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_pnpm.svg,file_type_light_pnpm.svg,file type light pnpm
 infopath,File Format,https://wentin.github.io/vscode-icons/icons/file_type_infopath.svg,file_type_infopath.svg,file type infopath
 lua,File Format,https://wentin.github.io/vscode-icons/icons/file_type_lua.svg,file_type_lua.svg,file type lua
 ng interceptor ts,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_interceptor_ts.svg,file_type_ng_interceptor_ts.svg,file type ng interceptor ts
 license,File Format,https://wentin.github.io/vscode-icons/icons/file_type_license.svg,file_type_license.svg,file type license
 cfc,File Format,https://wentin.github.io/vscode-icons/icons/file_type_cfc.svg,file_type_cfc.svg,file type cfc
 ng routing js,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_routing_js.svg,file_type_ng_routing_js.svg,file type ng routing js
 light cloudfoundry,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_cloudfoundry.svg,file_type_light_cloudfoundry.svg,file type light cloudfoundry
 ng interceptor js,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_interceptor_js.svg,file_type_ng_interceptor_js.svg,file type ng interceptor js
 antlr,File Format,https://wentin.github.io/vscode-icons/icons/file_type_antlr.svg,file_type_antlr.svg,file type antlr
 ansible,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ansible.svg,file_type_ansible.svg,file type ansible
 ng pipe ts,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_pipe_ts.svg,file_type_ng_pipe_ts.svg,file type ng pipe ts
 ng smart component js,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_smart_component_js.svg,file_type_ng_smart_component_js.svg,file type ng smart component js
 lsl,File Format,https://wentin.github.io/vscode-icons/icons/file_type_lsl.svg,file_type_lsl.svg,file type lsl
 babel2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_babel2.svg,file_type_babel2.svg,file type babel2
 buckbuild,File Format,https://wentin.github.io/vscode-icons/icons/file_type_buckbuild.svg,file_type_buckbuild.svg,file type buckbuild
default folder,Default,https://wentin.github.io/vscode-icons/icons/default_folder.svg,default_folder.svg,default folder
 locale,File Format,https://wentin.github.io/vscode-icons/icons/file_type_locale.svg,file_type_locale.svg,file type locale
 markdownlint,File Format,https://wentin.github.io/vscode-icons/icons/file_type_markdownlint.svg,file_type_markdownlint.svg,file type markdownlint
 nest middleware js,File Format,https://wentin.github.io/vscode-icons/icons/file_type_nest_middleware_js.svg,file_type_nest_middleware_js.svg,file type nest middleware js
 light json5,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_json5.svg,file_type_light_json5.svg,file type light json5
 ng pipe ts2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_pipe_ts2.svg,file_type_ng_pipe_ts2.svg,file type ng pipe ts2
 jenkins,File Format,https://wentin.github.io/vscode-icons/icons/file_type_jenkins.svg,file_type_jenkins.svg,file type jenkins
 edge2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_edge2.svg,file_type_edge2.svg,file type edge2
 light gradle,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_gradle.svg,file_type_light_gradle.svg,file type light gradle
 karma,File Format,https://wentin.github.io/vscode-icons/icons/file_type_karma.svg,file_type_karma.svg,file type karma
 kusto,File Format,https://wentin.github.io/vscode-icons/icons/file_type_kusto.svg,file_type_kusto.svg,file type kusto
 nest guard ts,File Format,https://wentin.github.io/vscode-icons/icons/file_type_nest_guard_ts.svg,file_type_nest_guard_ts.svg,file type nest guard ts
 light js,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_js.svg,file_type_light_js.svg,file type light js
 ng module ts2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_module_ts2.svg,file_type_ng_module_ts2.svg,file type ng module ts2
 light openHAB,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_openHAB.svg,file_type_light_openHAB.svg,file type light openHAB
 manifest skip,File Format,https://wentin.github.io/vscode-icons/icons/file_type_manifest_skip.svg,file_type_manifest_skip.svg,file type manifest skip
 ng component css,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_component_css.svg,file_type_ng_component_css.svg,file type ng component css
 jupyter,File Format,https://wentin.github.io/vscode-icons/icons/file_type_jupyter.svg,file_type_jupyter.svg,file type jupyter
 light prettier,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_prettier.svg,file_type_light_prettier.svg,file type light prettier
 haxe,File Format,https://wentin.github.io/vscode-icons/icons/file_type_haxe.svg,file_type_haxe.svg,file type haxe
 haskell2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_haskell2.svg,file_type_haskell2.svg,file type haskell2
 maxscript,File Format,https://wentin.github.io/vscode-icons/icons/file_type_maxscript.svg,file_type_maxscript.svg,file type maxscript
 nest gateway js,File Format,https://wentin.github.io/vscode-icons/icons/file_type_nest_gateway_js.svg,file_type_nest_gateway_js.svg,file type nest gateway js
 light ini,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_ini.svg,file_type_light_ini.svg,file type light ini
 haskell,File Format,https://wentin.github.io/vscode-icons/icons/file_type_haskell.svg,file_type_haskell.svg,file type haskell
 cf2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_cf2.svg,file_type_cf2.svg,file type cf2
 light retext,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_retext.svg,file_type_light_retext.svg,file type light retext
 autohotkey,File Format,https://wentin.github.io/vscode-icons/icons/file_type_autohotkey.svg,file_type_autohotkey.svg,file type autohotkey
 light mdx,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_mdx.svg,file_type_light_mdx.svg,file type light mdx
 ini,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ini.svg,file_type_ini.svg,file type ini
 galen,File Format,https://wentin.github.io/vscode-icons/icons/file_type_galen.svg,file_type_galen.svg,file type galen
 haxedevelop,File Format,https://wentin.github.io/vscode-icons/icons/file_type_haxedevelop.svg,file_type_haxedevelop.svg,file type haxedevelop
 iodine,File Format,https://wentin.github.io/vscode-icons/icons/file_type_iodine.svg,file_type_iodine.svg,file type iodine
 gcode,File Format,https://wentin.github.io/vscode-icons/icons/file_type_gcode.svg,file_type_gcode.svg,file type gcode
 lolcode,File Format,https://wentin.github.io/vscode-icons/icons/file_type_lolcode.svg,file_type_lolcode.svg,file type lolcode
 docker,File Format,https://wentin.github.io/vscode-icons/icons/file_type_docker.svg,file_type_docker.svg,file type docker
 compass,File Format,https://wentin.github.io/vscode-icons/icons/file_type_compass.svg,file_type_compass.svg,file type compass
 light pcl,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_pcl.svg,file_type_light_pcl.svg,file type light pcl
 light testcafe,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_testcafe.svg,file_type_light_testcafe.svg,file type light testcafe
 imba,File Format,https://wentin.github.io/vscode-icons/icons/file_type_imba.svg,file_type_imba.svg,file type imba
 gamemaker2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_gamemaker2.svg,file_type_gamemaker2.svg,file type gamemaker2
 light crystal,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_crystal.svg,file_type_light_crystal.svg,file type light crystal
 nest controller ts,File Format,https://wentin.github.io/vscode-icons/icons/file_type_nest_controller_ts.svg,file_type_nest_controller_ts.svg,file type nest controller ts
 icl,File Format,https://wentin.github.io/vscode-icons/icons/file_type_icl.svg,file_type_icl.svg,file type icl
 ng controller ts,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_controller_ts.svg,file_type_ng_controller_ts.svg,file type ng controller ts
 clojurescript,File Format,https://wentin.github.io/vscode-icons/icons/file_type_clojurescript.svg,file_type_clojurescript.svg,file type clojurescript
 django,File Format,https://wentin.github.io/vscode-icons/icons/file_type_django.svg,file_type_django.svg,file type django
 light vsixmanifest,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_vsixmanifest.svg,file_type_light_vsixmanifest.svg,file type light vsixmanifest
 light symfony,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_symfony.svg,file_type_light_symfony.svg,file type light symfony
 htmlhint,File Format,https://wentin.github.io/vscode-icons/icons/file_type_htmlhint.svg,file_type_htmlhint.svg,file type htmlhint
 light tex,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_tex.svg,file_type_light_tex.svg,file type light tex
 go aqua,File Format,https://wentin.github.io/vscode-icons/icons/file_type_go_aqua.svg,file_type_go_aqua.svg,file type go aqua
 io,File Format,https://wentin.github.io/vscode-icons/icons/file_type_io.svg,file_type_io.svg,file type io
 informix,File Format,https://wentin.github.io/vscode-icons/icons/file_type_informix.svg,file_type_informix.svg,file type informix
 light font,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_font.svg,file_type_light_font.svg,file type light font
 jsp,File Format,https://wentin.github.io/vscode-icons/icons/file_type_jsp.svg,file_type_jsp.svg,file type jsp
default root folder opened,Default,https://wentin.github.io/vscode-icons/icons/default_root_folder_opened.svg,default_root_folder_opened.svg,default root folder opened
 firestore,File Format,https://wentin.github.io/vscode-icons/icons/file_type_firestore.svg,file_type_firestore.svg,file type firestore
 lintstagedrc,File Format,https://wentin.github.io/vscode-icons/icons/file_type_lintstagedrc.svg,file_type_lintstagedrc.svg,file type lintstagedrc
 ng guard js,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_guard_js.svg,file_type_ng_guard_js.svg,file type ng guard js
 light circleci,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_circleci.svg,file_type_light_circleci.svg,file type light circleci
 light ada,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_ada.svg,file_type_light_ada.svg,file type light ada
 light lerna,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_lerna.svg,file_type_light_lerna.svg,file type light lerna
 flow,File Format,https://wentin.github.io/vscode-icons/icons/file_type_flow.svg,file_type_flow.svg,file type flow
 doxygen,File Format,https://wentin.github.io/vscode-icons/icons/file_type_doxygen.svg,file_type_doxygen.svg,file type doxygen
 jar,File Format,https://wentin.github.io/vscode-icons/icons/file_type_jar.svg,file_type_jar.svg,file type jar
 kite,File Format,https://wentin.github.io/vscode-icons/icons/file_type_kite.svg,file_type_kite.svg,file type kite
 nest service js,File Format,https://wentin.github.io/vscode-icons/icons/file_type_nest_service_js.svg,file_type_nest_service_js.svg,file type nest service js
 delphi,File Format,https://wentin.github.io/vscode-icons/icons/file_type_delphi.svg,file_type_delphi.svg,file type delphi
 aurelia,File Format,https://wentin.github.io/vscode-icons/icons/file_type_aurelia.svg,file_type_aurelia.svg,file type aurelia
 liquid,File Format,https://wentin.github.io/vscode-icons/icons/file_type_liquid.svg,file_type_liquid.svg,file type liquid
 ng component dart,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_component_dart.svg,file_type_ng_component_dart.svg,file type ng component dart
 bower,File Format,https://wentin.github.io/vscode-icons/icons/file_type_bower.svg,file_type_bower.svg,file type bower
 clojure,File Format,https://wentin.github.io/vscode-icons/icons/file_type_clojure.svg,file_type_clojure.svg,file type clojure
 codecov,File Format,https://wentin.github.io/vscode-icons/icons/file_type_codecov.svg,file_type_codecov.svg,file type codecov
 cloudfoundry,File Format,https://wentin.github.io/vscode-icons/icons/file_type_cloudfoundry.svg,file_type_cloudfoundry.svg,file type cloudfoundry
 apache,File Format,https://wentin.github.io/vscode-icons/icons/file_type_apache.svg,file_type_apache.svg,file type apache
 dockertest2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_dockertest2.svg,file_type_dockertest2.svg,file type dockertest2
 codeclimate,File Format,https://wentin.github.io/vscode-icons/icons/file_type_codeclimate.svg,file_type_codeclimate.svg,file type codeclimate
 falcon,File Format,https://wentin.github.io/vscode-icons/icons/file_type_falcon.svg,file_type_falcon.svg,file type falcon
 confluence,File Format,https://wentin.github.io/vscode-icons/icons/file_type_confluence.svg,file_type_confluence.svg,file type confluence
 affinitypublisher,File Format,https://wentin.github.io/vscode-icons/icons/file_type_affinitypublisher.svg,file_type_affinitypublisher.svg,file type affinitypublisher
 dependencies,File Format,https://wentin.github.io/vscode-icons/icons/file_type_dependencies.svg,file_type_dependencies.svg,file type dependencies
 actionscript,File Format,https://wentin.github.io/vscode-icons/icons/file_type_actionscript.svg,file_type_actionscript.svg,file type actionscript
 ai2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ai2.svg,file_type_ai2.svg,file type ai2
 circleci,File Format,https://wentin.github.io/vscode-icons/icons/file_type_circleci.svg,file_type_circleci.svg,file type circleci
 ats,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ats.svg,file_type_ats.svg,file type ats
 fsharp,File Format,https://wentin.github.io/vscode-icons/icons/file_type_fsharp.svg,file_type_fsharp.svg,file type fsharp
 flutter,File Format,https://wentin.github.io/vscode-icons/icons/file_type_flutter.svg,file_type_flutter.svg,file type flutter
 csharp,File Format,https://wentin.github.io/vscode-icons/icons/file_type_csharp.svg,file_type_csharp.svg,file type csharp
 eslint,File Format,https://wentin.github.io/vscode-icons/icons/file_type_eslint.svg,file_type_eslint.svg,file type eslint
 cfc2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_cfc2.svg,file_type_cfc2.svg,file type cfc2
 c,File Format,https://wentin.github.io/vscode-icons/icons/file_type_c.svg,file_type_c.svg,file type c
 fla,File Format,https://wentin.github.io/vscode-icons/icons/file_type_fla.svg,file_type_fla.svg,file type fla
 font,File Format,https://wentin.github.io/vscode-icons/icons/file_type_font.svg,file_type_font.svg,file type font
 cfm2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_cfm2.svg,file_type_cfm2.svg,file type cfm2
 freemarker,File Format,https://wentin.github.io/vscode-icons/icons/file_type_freemarker.svg,file_type_freemarker.svg,file type freemarker
 coveralls,File Format,https://wentin.github.io/vscode-icons/icons/file_type_coveralls.svg,file_type_coveralls.svg,file type coveralls
 composer,File Format,https://wentin.github.io/vscode-icons/icons/file_type_composer.svg,file_type_composer.svg,file type composer
 audio,File Format,https://wentin.github.io/vscode-icons/icons/file_type_audio.svg,file_type_audio.svg,file type audio
 csproj,File Format,https://wentin.github.io/vscode-icons/icons/file_type_csproj.svg,file_type_csproj.svg,file type csproj
 fbx,File Format,https://wentin.github.io/vscode-icons/icons/file_type_fbx.svg,file_type_fbx.svg,file type fbx
 apex,File Format,https://wentin.github.io/vscode-icons/icons/file_type_apex.svg,file_type_apex.svg,file type apex
 conan,File Format,https://wentin.github.io/vscode-icons/icons/file_type_conan.svg,file_type_conan.svg,file type conan
 fortran,File Format,https://wentin.github.io/vscode-icons/icons/file_type_fortran.svg,file_type_fortran.svg,file type fortran
 bower2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_bower2.svg,file_type_bower2.svg,file type bower2
 affinitydesigner,File Format,https://wentin.github.io/vscode-icons/icons/file_type_affinitydesigner.svg,file_type_affinitydesigner.svg,file type affinitydesigner
 csharp2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_csharp2.svg,file_type_csharp2.svg,file type csharp2
 avro,File Format,https://wentin.github.io/vscode-icons/icons/file_type_avro.svg,file_type_avro.svg,file type avro
 binary,File Format,https://wentin.github.io/vscode-icons/icons/file_type_binary.svg,file_type_binary.svg,file type binary
 bolt,File Format,https://wentin.github.io/vscode-icons/icons/file_type_bolt.svg,file_type_bolt.svg,file type bolt
 cucumber,File Format,https://wentin.github.io/vscode-icons/icons/file_type_cucumber.svg,file_type_cucumber.svg,file type cucumber
 fossa,File Format,https://wentin.github.io/vscode-icons/icons/file_type_fossa.svg,file_type_fossa.svg,file type fossa
 cpp,File Format,https://wentin.github.io/vscode-icons/icons/file_type_cpp.svg,file_type_cpp.svg,file type cpp
 chef cookbook,File Format,https://wentin.github.io/vscode-icons/icons/file_type_chef_cookbook.svg,file_type_chef_cookbook.svg,file type chef cookbook
 ceylon,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ceylon.svg,file_type_ceylon.svg,file type ceylon
 crystal,File Format,https://wentin.github.io/vscode-icons/icons/file_type_crystal.svg,file_type_crystal.svg,file type crystal
 dal,File Format,https://wentin.github.io/vscode-icons/icons/file_type_dal.svg,file_type_dal.svg,file type dal
 bazaar,File Format,https://wentin.github.io/vscode-icons/icons/file_type_bazaar.svg,file_type_bazaar.svg,file type bazaar
 dustjs,File Format,https://wentin.github.io/vscode-icons/icons/file_type_dustjs.svg,file_type_dustjs.svg,file type dustjs
 darcs,File Format,https://wentin.github.io/vscode-icons/icons/file_type_darcs.svg,file_type_darcs.svg,file type darcs
 apib2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_apib2.svg,file_type_apib2.svg,file type apib2
 conda,File Format,https://wentin.github.io/vscode-icons/icons/file_type_conda.svg,file_type_conda.svg,file type conda
 dlang,File Format,https://wentin.github.io/vscode-icons/icons/file_type_dlang.svg,file_type_dlang.svg,file type dlang
 drone,File Format,https://wentin.github.io/vscode-icons/icons/file_type_drone.svg,file_type_drone.svg,file type drone
 browserslist,File Format,https://wentin.github.io/vscode-icons/icons/file_type_browserslist.svg,file_type_browserslist.svg,file type browserslist
 elasticbeanstalk,File Format,https://wentin.github.io/vscode-icons/icons/file_type_elasticbeanstalk.svg,file_type_elasticbeanstalk.svg,file type elasticbeanstalk
 csscomb,File Format,https://wentin.github.io/vscode-icons/icons/file_type_csscomb.svg,file_type_csscomb.svg,file type csscomb
 c3,File Format,https://wentin.github.io/vscode-icons/icons/file_type_c3.svg,file_type_c3.svg,file type c3
 emacs,File Format,https://wentin.github.io/vscode-icons/icons/file_type_emacs.svg,file_type_emacs.svg,file type emacs
 bazel,File Format,https://wentin.github.io/vscode-icons/icons/file_type_bazel.svg,file_type_bazel.svg,file type bazel
 assembly,File Format,https://wentin.github.io/vscode-icons/icons/file_type_assembly.svg,file_type_assembly.svg,file type assembly
 c al,File Format,https://wentin.github.io/vscode-icons/icons/file_type_c_al.svg,file_type_c_al.svg,file type c al
 dartlang,File Format,https://wentin.github.io/vscode-icons/icons/file_type_dartlang.svg,file_type_dartlang.svg,file type dartlang
 cddl,File Format,https://wentin.github.io/vscode-icons/icons/file_type_cddl.svg,file_type_cddl.svg,file type cddl
 bat,File Format,https://wentin.github.io/vscode-icons/icons/file_type_bat.svg,file_type_bat.svg,file type bat
 editorconfig,File Format,https://wentin.github.io/vscode-icons/icons/file_type_editorconfig.svg,file_type_editorconfig.svg,file type editorconfig
 cf,File Format,https://wentin.github.io/vscode-icons/icons/file_type_cf.svg,file_type_cf.svg,file type cf
 cfm,File Format,https://wentin.github.io/vscode-icons/icons/file_type_cfm.svg,file_type_cfm.svg,file type cfm
 erlang,File Format,https://wentin.github.io/vscode-icons/icons/file_type_erlang.svg,file_type_erlang.svg,file type erlang
 firebasehosting,File Format,https://wentin.github.io/vscode-icons/icons/file_type_firebasehosting.svg,file_type_firebasehosting.svg,file type firebasehosting
 xsl,File Format,https://wentin.github.io/vscode-icons/icons/file_type_xsl.svg,file_type_xsl.svg,file type xsl
 erb,File Format,https://wentin.github.io/vscode-icons/icons/file_type_erb.svg,file_type_erb.svg,file type erb
 tsconfig,File Format,https://wentin.github.io/vscode-icons/icons/file_type_tsconfig.svg,file_type_tsconfig.svg,file type tsconfig
 watchmanconfig,File Format,https://wentin.github.io/vscode-icons/icons/file_type_watchmanconfig.svg,file_type_watchmanconfig.svg,file type watchmanconfig
 tailwind,File Format,https://wentin.github.io/vscode-icons/icons/file_type_tailwind.svg,file_type_tailwind.svg,file type tailwind
 node2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_node2.svg,file_type_node2.svg,file type node2
 storybook,File Format,https://wentin.github.io/vscode-icons/icons/file_type_storybook.svg,file_type_storybook.svg,file type storybook
 c2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_c2.svg,file_type_c2.svg,file type c2
