Name,Tag,File,File Name,Long Name
 swig,File Format,https://wentin.github.io/vscode-icons/icons/file_type_swig.svg,file_type_swig.svg,file type swig
 grunt opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_grunt_opened.svg,folder_type_grunt_opened.svg,folder type grunt opened
 onenote,File Format,https://wentin.github.io/vscode-icons/icons/file_type_onenote.svg,file_type_onenote.svg,file type onenote
 platformio,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_platformio.svg,folder_type_platformio.svg,folder type platformio
 bloc opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_bloc_opened.svg,folder_type_bloc_opened.svg,folder type bloc opened
 nuget opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_nuget_opened.svg,folder_type_nuget_opened.svg,folder type nuget opened
 tex,File Format,https://wentin.github.io/vscode-icons/icons/file_type_tex.svg,file_type_tex.svg,file type tex
 light sass,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_light_sass.svg,folder_type_light_sass.svg,folder type light sass
 log,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_log.svg,folder_type_log.svg,folder type log
 memcached,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_memcached.svg,folder_type_memcached.svg,folder type memcached
 pddl plan,File Format,https://wentin.github.io/vscode-icons/icons/file_type_pddl_plan.svg,file_type_pddl_plan.svg,file type pddl plan
 redux opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_redux_opened.svg,folder_type_redux_opened.svg,folder type redux opened
 chef,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_chef.svg,folder_type_chef.svg,folder type chef
 ios,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_ios.svg,folder_type_ios.svg,folder type ios
 light fonts,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_light_fonts.svg,folder_type_light_fonts.svg,folder type light fonts
 blueprint,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_blueprint.svg,folder_type_blueprint.svg,folder type blueprint
 certificate,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_certificate.svg,folder_type_certificate.svg,folder type certificate
 circleci,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_circleci.svg,folder_type_circleci.svg,folder type circleci
 node opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_node_opened.svg,folder_type_node_opened.svg,folder type node opened
 postcssconfig,File Format,https://wentin.github.io/vscode-icons/icons/file_type_postcssconfig.svg,file_type_postcssconfig.svg,file type postcssconfig
 nginx,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_nginx.svg,folder_type_nginx.svg,folder type nginx
 sln,File Format,https://wentin.github.io/vscode-icons/icons/file_type_sln.svg,file_type_sln.svg,file type sln
 objectivecpp,File Format,https://wentin.github.io/vscode-icons/icons/file_type_objectivecpp.svg,file_type_objectivecpp.svg,file type objectivecpp
 favicon opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_favicon_opened.svg,folder_type_favicon_opened.svg,folder type favicon opened
 light meteor opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_light_meteor_opened.svg,folder_type_light_meteor_opened.svg,folder type light meteor opened
 locale,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_locale.svg,folder_type_locale.svg,folder type locale
 next,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_next.svg,folder_type_next.svg,folder type next
 vapi,File Format,https://wentin.github.io/vscode-icons/icons/file_type_vapi.svg,file_type_vapi.svg,file type vapi
 org,File Format,https://wentin.github.io/vscode-icons/icons/file_type_org.svg,file_type_org.svg,file type org
 vbhtml,File Format,https://wentin.github.io/vscode-icons/icons/file_type_vbhtml.svg,file_type_vbhtml.svg,file type vbhtml
 middleware,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_middleware.svg,folder_type_middleware.svg,folder type middleware
 hook,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_hook.svg,folder_type_hook.svg,folder type hook
 json opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_json_opened.svg,folder_type_json_opened.svg,folder type json opened
 cake opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_cake_opened.svg,folder_type_cake_opened.svg,folder type cake opened
 style,File Format,https://wentin.github.io/vscode-icons/icons/file_type_style.svg,file_type_style.svg,file type style
 coverage opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_coverage_opened.svg,folder_type_coverage_opened.svg,folder type coverage opened
 docs,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_docs.svg,folder_type_docs.svg,folder type docs
 prolog,File Format,https://wentin.github.io/vscode-icons/icons/file_type_prolog.svg,file_type_prolog.svg,file type prolog
 graphql opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_graphql_opened.svg,folder_type_graphql_opened.svg,folder type graphql opened
 prettier,File Format,https://wentin.github.io/vscode-icons/icons/file_type_prettier.svg,file_type_prettier.svg,file type prettier
 cubit,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_cubit.svg,folder_type_cubit.svg,folder type cubit
 favicon,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_favicon.svg,folder_type_favicon.svg,folder type favicon
 arangodb,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_arangodb.svg,folder_type_arangodb.svg,folder type arangodb
 vala,File Format,https://wentin.github.io/vscode-icons/icons/file_type_vala.svg,file_type_vala.svg,file type vala
 include,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_include.svg,folder_type_include.svg,folder type include
 terraform,File Format,https://wentin.github.io/vscode-icons/icons/file_type_terraform.svg,file_type_terraform.svg,file type terraform
 gcp opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_gcp_opened.svg,folder_type_gcp_opened.svg,folder type gcp opened
 powershell psd2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_powershell_psd2.svg,file_type_powershell_psd2.svg,file type powershell psd2
 github,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_github.svg,folder_type_github.svg,folder type github
 photoshop2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_photoshop2.svg,file_type_photoshop2.svg,file type photoshop2
 app,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_app.svg,folder_type_app.svg,folder type app
 notification opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_notification_opened.svg,folder_type_notification_opened.svg,folder type notification opened
 sketch,File Format,https://wentin.github.io/vscode-icons/icons/file_type_sketch.svg,file_type_sketch.svg,file type sketch
 pug,File Format,https://wentin.github.io/vscode-icons/icons/file_type_pug.svg,file_type_pug.svg,file type pug
 powershell format,File Format,https://wentin.github.io/vscode-icons/icons/file_type_powershell_format.svg,file_type_powershell_format.svg,file type powershell format
 linux,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_linux.svg,folder_type_linux.svg,folder type linux
 xquery,File Format,https://wentin.github.io/vscode-icons/icons/file_type_xquery.svg,file_type_xquery.svg,file type xquery
 tt,File Format,https://wentin.github.io/vscode-icons/icons/file_type_tt.svg,file_type_tt.svg,file type tt
 snort,File Format,https://wentin.github.io/vscode-icons/icons/file_type_snort.svg,file_type_snort.svg,file type snort
 rspec,File Format,https://wentin.github.io/vscode-icons/icons/file_type_rspec.svg,file_type_rspec.svg,file type rspec
 blueprint opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_blueprint_opened.svg,folder_type_blueprint_opened.svg,folder type blueprint opened
 powershell psm2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_powershell_psm2.svg,file_type_powershell_psm2.svg,file type powershell psm2
 webp,File Format,https://wentin.github.io/vscode-icons/icons/file_type_webp.svg,file_type_webp.svg,file type webp
 aurelia,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_aurelia.svg,folder_type_aurelia.svg,folder type aurelia
 fonts,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_fonts.svg,folder_type_fonts.svg,folder type fonts
 route,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_route.svg,folder_type_route.svg,folder type route
 registry,File Format,https://wentin.github.io/vscode-icons/icons/file_type_registry.svg,file_type_registry.svg,file type registry
 devcontainer opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_devcontainer_opened.svg,folder_type_devcontainer_opened.svg,folder type devcontainer opened
 powerpoint,File Format,https://wentin.github.io/vscode-icons/icons/file_type_powerpoint.svg,file_type_powerpoint.svg,file type powerpoint
 module,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_module.svg,folder_type_module.svg,folder type module
 ios opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_ios_opened.svg,folder_type_ios_opened.svg,folder type ios opened
 middleware opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_middleware_opened.svg,folder_type_middleware_opened.svg,folder type middleware opened
 elasticbeanstalk opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_elasticbeanstalk_opened.svg,folder_type_elasticbeanstalk_opened.svg,folder type elasticbeanstalk opened
 light gradle,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_light_gradle.svg,folder_type_light_gradle.svg,folder type light gradle
 public opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_public_opened.svg,folder_type_public_opened.svg,folder type public opened
 gulp,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_gulp.svg,folder_type_gulp.svg,folder type gulp
 chef opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_chef_opened.svg,folder_type_chef_opened.svg,folder type chef opened
 numpy,File Format,https://wentin.github.io/vscode-icons/icons/file_type_numpy.svg,file_type_numpy.svg,file type numpy
 private opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_private_opened.svg,folder_type_private_opened.svg,folder type private opened
 subversion,File Format,https://wentin.github.io/vscode-icons/icons/file_type_subversion.svg,file_type_subversion.svg,file type subversion
 js,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_js.svg,folder_type_js.svg,folder type js
 kubernetes,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_kubernetes.svg,folder_type_kubernetes.svg,folder type kubernetes
 node,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_node.svg,folder_type_node.svg,folder type node
 helper opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_helper_opened.svg,folder_type_helper_opened.svg,folder type helper opened
 route opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_route_opened.svg,folder_type_route_opened.svg,folder type route opened
 memcached opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_memcached_opened.svg,folder_type_memcached_opened.svg,folder type memcached opened
 less opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_less_opened.svg,folder_type_less_opened.svg,folder type less opened
 yeoman,File Format,https://wentin.github.io/vscode-icons/icons/file_type_yeoman.svg,file_type_yeoman.svg,file type yeoman
 interfaces opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_interfaces_opened.svg,folder_type_interfaces_opened.svg,folder type interfaces opened
 redis opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_redis_opened.svg,folder_type_redis_opened.svg,folder type redis opened
 powershell psd,File Format,https://wentin.github.io/vscode-icons/icons/file_type_powershell_psd.svg,file_type_powershell_psd.svg,file type powershell psd
 nsri,File Format,https://wentin.github.io/vscode-icons/icons/file_type_nsri.svg,file_type_nsri.svg,file type nsri
 light expo,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_light_expo.svg,folder_type_light_expo.svg,folder type light expo
 vscode-insiders,File Format,https://wentin.github.io/vscode-icons/icons/file_type_vscode-insiders.svg,file_type_vscode-insiders.svg,file type vscode-insiders
 cake,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_cake.svg,folder_type_cake.svg,folder type cake
 nix,File Format,https://wentin.github.io/vscode-icons/icons/file_type_nix.svg,file_type_nix.svg,file type nix
 dependabot,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_dependabot.svg,folder_type_dependabot.svg,folder type dependabot
 gitlab opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_gitlab_opened.svg,folder_type_gitlab_opened.svg,folder type gitlab opened
 haxelib,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_haxelib.svg,folder_type_haxelib.svg,folder type haxelib
 vb,File Format,https://wentin.github.io/vscode-icons/icons/file_type_vb.svg,file_type_vb.svg,file type vb
 pddl happenings,File Format,https://wentin.github.io/vscode-icons/icons/file_type_pddl_happenings.svg,file_type_pddl_happenings.svg,file type pddl happenings
 maven opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_maven_opened.svg,folder_type_maven_opened.svg,folder type maven opened
 riot,File Format,https://wentin.github.io/vscode-icons/icons/file_type_riot.svg,file_type_riot.svg,file type riot
 app opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_app_opened.svg,folder_type_app_opened.svg,folder type app opened
 raml,File Format,https://wentin.github.io/vscode-icons/icons/file_type_raml.svg,file_type_raml.svg,file type raml
 wercker,File Format,https://wentin.github.io/vscode-icons/icons/file_type_wercker.svg,file_type_wercker.svg,file type wercker
 gradle opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_gradle_opened.svg,folder_type_gradle_opened.svg,folder type gradle opened
 platformio opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_platformio_opened.svg,folder_type_platformio_opened.svg,folder type platformio opened
 plsql package spec,File Format,https://wentin.github.io/vscode-icons/icons/file_type_plsql_package_spec.svg,file_type_plsql_package_spec.svg,file type plsql package spec
 polymer,File Format,https://wentin.github.io/vscode-icons/icons/file_type_polymer.svg,file_type_polymer.svg,file type polymer
 sass opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_sass_opened.svg,folder_type_sass_opened.svg,folder type sass opened
 ravendb,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_ravendb.svg,folder_type_ravendb.svg,folder type ravendb
 purescript,File Format,https://wentin.github.io/vscode-icons/icons/file_type_purescript.svg,file_type_purescript.svg,file type purescript
 azure,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_azure.svg,folder_type_azure.svg,folder type azure
 nim,File Format,https://wentin.github.io/vscode-icons/icons/file_type_nim.svg,file_type_nim.svg,file type nim
 config opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_config_opened.svg,folder_type_config_opened.svg,folder type config opened
 nyc,File Format,https://wentin.github.io/vscode-icons/icons/file_type_nyc.svg,file_type_nyc.svg,file type nyc
 vueconfig,File Format,https://wentin.github.io/vscode-icons/icons/file_type_vueconfig.svg,file_type_vueconfig.svg,file type vueconfig
 powershell types,File Format,https://wentin.github.io/vscode-icons/icons/file_type_powershell_types.svg,file_type_powershell_types.svg,file type powershell types
 wolfram,File Format,https://wentin.github.io/vscode-icons/icons/file_type_wolfram.svg,file_type_wolfram.svg,file type wolfram
 skipper,File Format,https://wentin.github.io/vscode-icons/icons/file_type_skipper.svg,file_type_skipper.svg,file type skipper
 component opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_component_opened.svg,folder_type_component_opened.svg,folder type component opened
 xfl,File Format,https://wentin.github.io/vscode-icons/icons/file_type_xfl.svg,file_type_xfl.svg,file type xfl
 solidity,File Format,https://wentin.github.io/vscode-icons/icons/file_type_solidity.svg,file_type_solidity.svg,file type solidity
 slice,File Format,https://wentin.github.io/vscode-icons/icons/file_type_slice.svg,file_type_slice.svg,file type slice
 svelte,File Format,https://wentin.github.io/vscode-icons/icons/file_type_svelte.svg,file_type_svelte.svg,file type svelte
 photoshop,File Format,https://wentin.github.io/vscode-icons/icons/file_type_photoshop.svg,file_type_photoshop.svg,file type photoshop
 slim,File Format,https://wentin.github.io/vscode-icons/icons/file_type_slim.svg,file_type_slim.svg,file type slim
 mock,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_mock.svg,folder_type_mock.svg,folder type mock
 light sass opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_light_sass_opened.svg,folder_type_light_sass_opened.svg,folder type light sass opened
 idea opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_idea_opened.svg,folder_type_idea_opened.svg,folder type idea opened
 nginx,File Format,https://wentin.github.io/vscode-icons/icons/file_type_nginx.svg,file_type_nginx.svg,file type nginx
 wurst,File Format,https://wentin.github.io/vscode-icons/icons/file_type_wurst.svg,file_type_wurst.svg,file type wurst
 procfile,File Format,https://wentin.github.io/vscode-icons/icons/file_type_procfile.svg,file_type_procfile.svg,file type procfile
 ttcn,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ttcn.svg,file_type_ttcn.svg,file type ttcn
 vscode,File Format,https://wentin.github.io/vscode-icons/icons/file_type_vscode.svg,file_type_vscode.svg,file type vscode
 puppet,File Format,https://wentin.github.io/vscode-icons/icons/file_type_puppet.svg,file_type_puppet.svg,file type puppet
 prisma,File Format,https://wentin.github.io/vscode-icons/icons/file_type_prisma.svg,file_type_prisma.svg,file type prisma
 package opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_package_opened.svg,folder_type_package_opened.svg,folder type package opened
 library opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_library_opened.svg,folder_type_library_opened.svg,folder type library opened
 package,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_package.svg,folder_type_package.svg,folder type package
 symfony,File Format,https://wentin.github.io/vscode-icons/icons/file_type_symfony.svg,file_type_symfony.svg,file type symfony
 audio opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_audio_opened.svg,folder_type_audio_opened.svg,folder type audio opened
 stylable,File Format,https://wentin.github.io/vscode-icons/icons/file_type_stylable.svg,file_type_stylable.svg,file type stylable
 haxelib opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_haxelib_opened.svg,folder_type_haxelib_opened.svg,folder type haxelib opened
 js opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_js_opened.svg,folder_type_js_opened.svg,folder type js opened
 graphql,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_graphql.svg,folder_type_graphql.svg,folder type graphql
 composer opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_composer_opened.svg,folder_type_composer_opened.svg,folder type composer opened
 reactts,File Format,https://wentin.github.io/vscode-icons/icons/file_type_reactts.svg,file_type_reactts.svg,file type reactts
 cmake opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_cmake_opened.svg,folder_type_cmake_opened.svg,folder type cmake opened
 zeit,File Format,https://wentin.github.io/vscode-icons/icons/file_type_zeit.svg,file_type_zeit.svg,file type zeit
 plsql package body,File Format,https://wentin.github.io/vscode-icons/icons/file_type_plsql_package_body.svg,file_type_plsql_package_body.svg,file type plsql package body
 grunt,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_grunt.svg,folder_type_grunt.svg,folder type grunt
 minikube,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_minikube.svg,folder_type_minikube.svg,folder type minikube
 arangodb opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_arangodb_opened.svg,folder_type_arangodb_opened.svg,folder type arangodb opened
 r,File Format,https://wentin.github.io/vscode-icons/icons/file_type_r.svg,file_type_r.svg,file type r
 circleci opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_circleci_opened.svg,folder_type_circleci_opened.svg,folder type circleci opened
 powershell,File Format,https://wentin.github.io/vscode-icons/icons/file_type_powershell.svg,file_type_powershell.svg,file type powershell
 coverage,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_coverage.svg,folder_type_coverage.svg,folder type coverage
 styled,File Format,https://wentin.github.io/vscode-icons/icons/file_type_styled.svg,file_type_styled.svg,file type styled
 php,File Format,https://wentin.github.io/vscode-icons/icons/file_type_php.svg,file_type_php.svg,file type php
 light redux,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_light_redux.svg,folder_type_light_redux.svg,folder type light redux
 remark,File Format,https://wentin.github.io/vscode-icons/icons/file_type_remark.svg,file_type_remark.svg,file type remark
 xib,File Format,https://wentin.github.io/vscode-icons/icons/file_type_xib.svg,file_type_xib.svg,file type xib
 php,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_php.svg,folder_type_php.svg,folder type php
 vbproj,File Format,https://wentin.github.io/vscode-icons/icons/file_type_vbproj.svg,file_type_vbproj.svg,file type vbproj
 ng smart component ts2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_smart_component_ts2.svg,file_type_ng_smart_component_ts2.svg,file type ng smart component ts2
 script,File Format,https://wentin.github.io/vscode-icons/icons/file_type_script.svg,file_type_script.svg,file type script
 ocaml,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ocaml.svg,file_type_ocaml.svg,file type ocaml
 story,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_story.svg,folder_type_story.svg,folder type story
 template,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_template.svg,folder_type_template.svg,folder type template
 vscode test3,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_vscode_test3.svg,folder_type_vscode_test3.svg,folder type vscode test3
 typescript opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_typescript_opened.svg,folder_type_typescript_opened.svg,folder type typescript opened
 webpack opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_webpack_opened.svg,folder_type_webpack_opened.svg,folder type webpack opened
 temp opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_temp_opened.svg,folder_type_temp_opened.svg,folder type temp opened
 vscode test opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_vscode_test_opened.svg,folder_type_vscode_test_opened.svg,folder type vscode test opened
 theme,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_theme.svg,folder_type_theme.svg,folder type theme
 src,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_src.svg,folder_type_src.svg,folder type src
 sso,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_sso.svg,folder_type_sso.svg,folder type sso
 vscode3,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_vscode3.svg,folder_type_vscode3.svg,folder type vscode3
 vs2,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_vs2.svg,folder_type_vs2.svg,folder type vs2
 windows opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_windows_opened.svg,folder_type_windows_opened.svg,folder type windows opened
 video opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_video_opened.svg,folder_type_video_opened.svg,folder type video opened
 src opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_src_opened.svg,folder_type_src_opened.svg,folder type src opened
 travis opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_travis_opened.svg,folder_type_travis_opened.svg,folder type travis opened
 vscode test2,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_vscode_test2.svg,folder_type_vscode_test2.svg,folder type vscode test2
 test opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_test_opened.svg,folder_type_test_opened.svg,folder type test opened
 www,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_www.svg,folder_type_www.svg,folder type www
 vs opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_vs_opened.svg,folder_type_vs_opened.svg,folder type vs opened
 vs2 opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_vs2_opened.svg,folder_type_vs2_opened.svg,folder type vs2 opened
 vagrant opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_vagrant_opened.svg,folder_type_vagrant_opened.svg,folder type vagrant opened
 vscode opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_vscode_opened.svg,folder_type_vscode_opened.svg,folder type vscode opened
 vs,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_vs.svg,folder_type_vs.svg,folder type vs
 style,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_style.svg,folder_type_style.svg,folder type style
 temp,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_temp.svg,folder_type_temp.svg,folder type temp
 vscode2 opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_vscode2_opened.svg,folder_type_vscode2_opened.svg,folder type vscode2 opened
 vscode2,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_vscode2.svg,folder_type_vscode2.svg,folder type vscode2
 theme opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_theme_opened.svg,folder_type_theme_opened.svg,folder type theme opened
 view opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_view_opened.svg,folder_type_view_opened.svg,folder type view opened
 tools,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_tools.svg,folder_type_tools.svg,folder type tools
 template opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_template_opened.svg,folder_type_template_opened.svg,folder type template opened
 travis,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_travis.svg,folder_type_travis.svg,folder type travis
 vscode3 opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_vscode3_opened.svg,folder_type_vscode3_opened.svg,folder type vscode3 opened
 typings,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_typings.svg,folder_type_typings.svg,folder type typings
 sso opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_sso_opened.svg,folder_type_sso_opened.svg,folder type sso opened
 webpack,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_webpack.svg,folder_type_webpack.svg,folder type webpack
 www opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_www_opened.svg,folder_type_www_opened.svg,folder type www opened
 vscode test2 opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_vscode_test2_opened.svg,folder_type_vscode_test2_opened.svg,folder type vscode test2 opened
 vagrant,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_vagrant.svg,folder_type_vagrant.svg,folder type vagrant
 tools opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_tools_opened.svg,folder_type_tools_opened.svg,folder type tools opened
 story opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_story_opened.svg,folder_type_story_opened.svg,folder type story opened
 view,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_view.svg,folder_type_view.svg,folder type view
 video,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_video.svg,folder_type_video.svg,folder type video
 typings2,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_typings2.svg,folder_type_typings2.svg,folder type typings2
 style opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_style_opened.svg,folder_type_style_opened.svg,folder type style opened
 test,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_test.svg,folder_type_test.svg,folder type test
 services,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_services.svg,folder_type_services.svg,folder type services
 vscode test3 opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_vscode_test3_opened.svg,folder_type_vscode_test3_opened.svg,folder type vscode test3 opened
 windows,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_windows.svg,folder_type_windows.svg,folder type windows
 typings opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_typings_opened.svg,folder_type_typings_opened.svg,folder type typings opened
 typings2 opened,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_typings2_opened.svg,folder_type_typings2_opened.svg,folder type typings2 opened
 typescript,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_typescript.svg,folder_type_typescript.svg,folder type typescript
